mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.1476461410522461,0.005316269326938866,2.409637975692749,0.11878489244002824,chebyshev,1,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 1, 'KNN__weights': 'uniform'}",0.7266465777012485,0.7599831862126943,0.7338191170167168,0.7687188019966721,0.7674418604651164,0.7513219086784896,0.017622384322467457,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.15114874839782716,0.007278659935577423,3.0080904960632324,0.04554295970322659,chebyshev,4,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 4, 'KNN__weights': 'uniform'}",0.5689404934687954,0.6330402591392873,0.6107445805843544,0.5883476599808978,0.5875059608965189,0.5977157908139707,0.022079799206058338,17,0.6981465136804943,0.7024647887323945,0.6995258573161319,0.7037607213547394,0.7110722865254423,0.7029940335218405,0.004508941709016889
0.14858665466308593,0.007836394236994145,3.0471800804138183,0.10804445671129721,chebyshev,7,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.5763688760806917,0.646870717222476,0.6225535880708295,0.6188257222739982,0.5965077866918357,0.6122253380679661,0.024013610324375607,14,0.6817422301437005,0.6737596595363423,0.6736747931111607,0.6727965911639381,0.6872852233676976,0.6778516994645679,0.005724911520479829
0.14543066024780274,0.006104271882113964,3.1282645225524903,0.07300202839338164,chebyshev,10,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}",0.4734945959855893,0.5853658536585367,0.5664403491755576,0.5572333170969314,0.5617433414043583,0.5488554914641947,0.038878742196837894,23,0.5895540186024326,0.5719107896323086,0.5901951451689672,0.588670244484198,0.5853658536585367,0.5851392103092887,0.006820024820040114
0.16298484802246094,0.03537841440031967,3.1907034873962403,0.13934755601047272,chebyshev,13,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 13, 'KNN__weights': 'uniform'}",0.48904737646459495,0.5741811175337188,0.5683905268245529,0.5790987535953979,0.5550703541969918,0.5531576257230514,0.03304770245982977,22,0.581957406078009,0.5615906886517943,0.5756156156156156,0.5762304921968787,0.5831739961759081,0.5757136397436412,0.007673018035498743
0.12579131126403809,0.04002359504868917,3.2502843856811525,0.09033602238315948,chebyshev,16,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 16, 'KNN__weights': 'uniform'}",0.4319745897300159,0.5137982940291018,0.5167751627441162,0.5197401299350325,0.4878048780487805,0.49401861089740934,0.033041683059066226,28,0.5189351331083615,0.5149655604257984,0.523299277348617,0.5209580838323352,0.5220863488894434,0.5200488807209112,0.0029197117679720347
0.1416853904724121,0.026541708018493475,3.2563537120819093,0.08568534417414123,chebyshev,19,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 19, 'KNN__weights': 'uniform'}",0.42841993637327674,0.5075528700906344,0.507808564231738,0.525634644101543,0.4873096446700507,0.49134513189344853,0.03372053207669497,30,0.5196102922807895,0.5086066088704612,0.514156852919068,0.5229734777736272,0.5223676012461059,0.5175429666180104,0.0054473046890408305
0.17059669494628907,0.051949496049684483,3.2721485137939452,0.12227078559997388,chebyshev,22,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 22, 'KNN__weights': 'uniform'}",0.3590027700831025,0.4708311822405781,0.47398248325605363,0.4926208651399492,0.4532224532224532,0.44993195078842735,0.047151866783380764,37,0.4878795611125287,0.48286445012787726,0.47458499549607513,0.48065590571355366,0.47796479506616985,0.48078994150324095,0.004495932943755808
0.17401666641235353,0.0547677230801798,3.361663341522217,0.0937102729226949,chebyshev,25,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 25, 'KNN__weights': 'uniform'}",0.3626312880044223,0.4676668391101914,0.47398248325605363,0.48954614992350837,0.45251686559418786,0.4492687251776727,0.04491798596308931,38,0.48769289631424567,0.47192168985059246,0.4704061895551257,0.47034553893759673,0.4817424727738629,0.47642175748628474,0.007052753785043836
0.16773977279663085,0.05380595754649372,3.364048957824707,0.06516176266870549,chebyshev,28,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 28, 'KNN__weights': 'uniform'}",0.3482142857142857,0.4484023048716606,0.4486373165618449,0.47422680412371127,0.42683571051241415,0.4292632843567833,0.04321621602061898,41,0.45797553994275303,0.4455510418031713,0.4333465451182455,0.44240115591750956,0.44846103470857895,0.44554706349805173,0.008021317273621466
0.1443859100341797,0.04202747495929279,3.3570642471313477,0.06244146132918077,chebyshev,31,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 31, 'KNN__weights': 'uniform'}",0.34080717488789236,0.4548774126238915,0.4580947423217074,0.47107438016528924,0.43015287295730104,0.43100131659121627,0.04700143648440133,40,0.4579159620137895,0.44316093462851147,0.43074480751422145,0.43576892640464254,0.44764775258812733,0.44304767662985844,0.009450716689983832
0.137496280670166,0.018036509420245605,3.459697723388672,0.02032534886010735,chebyshev,34,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 34, 'KNN__weights': 'uniform'}",0.31818181818181823,0.4357482813326282,0.4421052631578947,0.4453781512605043,0.42015915119363395,0.41231453302529597,0.04785882792208526,46,0.43446088794926,0.4242424242424243,0.40650625084016667,0.41412520064205455,0.42887473460721864,0.4216418996562249,0.010089516535110988
0.1380847930908203,0.010898868758052354,3.5034687519073486,0.08148749071878819,chebyshev,37,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 37, 'KNN__weights': 'uniform'}",0.3257918552036199,0.4423380726698262,0.43881856540084385,0.4518828451882845,0.4136460554371002,0.414495478779935,0.04611657424358791,44,0.4319745897300159,0.42841993637327674,0.41083400375435764,0.41412520064205455,0.42876094454762537,0.42282293500946605,0.008599118808711725
0.13932294845581056,0.01113993653042321,3.4806636333465577,0.11288065061535266,chebyshev,40,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",0.3105022831050228,0.4257583821181479,0.42530568846358313,0.4188034188034188,0.40685224839400425,0.3974444041768354,0.04400359068091364,49,0.41609840887819227,0.4030172413793104,0.39370932754880694,0.40393160091557834,0.4112751677852349,0.40560634930142453,0.007658540405786708
0.14877910614013673,0.03756271263444718,3.5098287582397463,0.09067791233500379,chebyshev,43,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 43, 'KNN__weights': 'uniform'}",0.33333333333333337,0.4257583821181479,0.42553191489361697,0.4117962466487936,0.40685224839400425,0.40065442507757926,0.03447834321444506,48,0.4152508361204013,0.4038228563736707,0.39273121779224296,0.4056489576328178,0.4060859027871281,0.4047079541412522,0.007185571683588353
0.14992046356201172,0.036987776945867974,3.4933781147003176,0.08927981798744873,chebyshev,46,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 46, 'KNN__weights': 'uniform'}",0.3143507972665148,0.4122383252818035,0.4154175588865096,0.3947939262472885,0.4004305705059204,0.3874462356376074,0.03731639653865499,50,0.40506329113924056,0.3934959349593496,0.3804838048380484,0.3936026023312551,0.39315775183274504,0.39316067702012775,0.007780527175101036
0.16371517181396483,0.037004195833393635,3.5233630180358886,0.05140520249934801,chebyshev,49,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 49, 'KNN__weights': 'uniform'}",0.3105022831050228,0.4122383252818035,0.4120171673819742,0.3950081389039609,0.3898213318895506,0.38391744931246236,0.03778706663826089,51,0.4016194331983806,0.3882544861337684,0.37954607601859447,0.39436619718309857,0.3922314274073068,0.3912035239882298,0.007268330885181238
